DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter580,Dofetilide,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter581,Dolasetron,Major
DDInter79,Amlodipine,DDInter583,Donepezil,Moderate
DDInter79,Amlodipine,DDInter585,Doravirine,Minor
DDInter79,Amlodipine,DDInter590,Doxacurium,Moderate
DDInter79,Amlodipine,DDInter601,Dronabinol,Moderate
DDInter79,Amlodipine,DDInter602,Dronedarone,Moderate
DDInter79,Amlodipine,DDInter612,Duvelisib,Moderate
DDInter79,Amlodipine,DDInter614,Echinacea,Moderate
DDInter79,Amlodipine,DDInter619,Edetate calcium disodium anhydrous,Moderate
DDInter79,Amlodipine,DDInter624,Efavirenz,Moderate
DDInter79,Amlodipine,DDInter629,Eliglustat,Moderate
DDInter79,Amlodipine,DDInter634,Emapalumab,Moderate
DDInter79,Amlodipine,DDInter636,Empagliflozin,Moderate
DDInter79,Amlodipine,DDInter638,Enalapril,Minor
DDInter79,Amlodipine,DDInter640,Encorafenib,Moderate
DDInter641,Enflurane,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter648,Entrectinib,Moderate
DDInter79,Amlodipine,DDInter649,Enzalutamide,Major
DDInter79,Amlodipine,DDInter657,Epoprostenol,Moderate
DDInter79,Amlodipine,DDInter661,Erdafitinib,Moderate
DDInter79,Amlodipine,DDInter664,Ergometrine,Moderate
DDInter79,Amlodipine,DDInter665,Ergotamine,Moderate
DDInter79,Amlodipine,DDInter669,Ertugliflozin,Moderate
DDInter670,Erythromycin,DDInter79,Amlodipine,Moderate
DDInter675,Esmolol,DDInter79,Amlodipine,Moderate
DDInter687,Etanercept,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter696,Ethotoin,Moderate
DDInter79,Amlodipine,DDInter699,Etodolac,Moderate
DDInter79,Amlodipine,DDInter703,Etravirine,Moderate
DDInter79,Amlodipine,DDInter704,Everolimus,Moderate
DDInter79,Amlodipine,DDInter714,Fedratinib,Moderate
DDInter79,Amlodipine,DDInter720,Fenoldopam,Moderate
DDInter79,Amlodipine,DDInter721,Fenoprofen,Moderate
DDInter79,Amlodipine,DDInter737,Fingolimod,Moderate
DDInter743,Fluconazole,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter747,Fludrocortisone,Moderate
DDInter79,Amlodipine,DDInter758,Fluoxetine,Moderate
DDInter79,Amlodipine,DDInter760,Fluphenazine,Moderate
DDInter79,Amlodipine,DDInter763,Flurbiprofen,Moderate
DDInter79,Amlodipine,DDInter797,Gadoteric acid,Moderate
DDInter79,Amlodipine,DDInter800,Gadoxetic acid,Moderate
DDInter79,Amlodipine,DDInter808,Garlic,Minor
DDInter79,Amlodipine,DDInter822,Glasdegib,Moderate
DDInter79,Amlodipine,DDInter837,Golimumab,Moderate
DDInter842,Grepafloxacin,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter847,Guanfacine,Moderate
DDInter79,Amlodipine,DDInter849,Guselkumab,Moderate
DDInter79,Amlodipine,DDInter853,Haloperidol,Moderate
DDInter79,Amlodipine,DDInter854,Halothane,Moderate
DDInter79,Amlodipine,DDInter532,Diamorphine,Moderate
DDInter79,Amlodipine,DDInter884,Hydrocodone,Moderate
DDInter79,Amlodipine,DDInter889,Hydroflumethiazide,Minor
DDInter890,Hydromorphone,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter905,Idelalisib,Moderate
DDInter79,Amlodipine,DDInter907,Iloperidone,Moderate
DDInter79,Amlodipine,DDInter908,Iloprost,Moderate
DDInter79,Amlodipine,DDInter909,Imatinib,Moderate
DDInter79,Amlodipine,DDInter916,Indapamide,Minor
DDInter917,Indinavir,DDInter79,Amlodipine,Moderate
DDInter921,Indomethacin,DDInter79,Amlodipine,Moderate
DDInter923,Infliximab,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter957,Iodipamide,Moderate
DDInter79,Amlodipine,DDInter962,Iopanoic acid,Moderate
DDInter79,Amlodipine,DDInter965,Iothalamic acid,Moderate
DDInter79,Amlodipine,DDInter963,Iopodic acid,Moderate
DDInter79,Amlodipine,DDInter980,Isavuconazonium,Moderate
DDInter79,Amlodipine,DDInter981,Isocarboxazid,Moderate
DDInter79,Amlodipine,DDInter983,Isoflurane,Moderate
DDInter79,Amlodipine,DDInter995,Itraconazole,Major
DDInter79,Amlodipine,DDInter996,Ivabradine,Moderate
DDInter79,Amlodipine,DDInter997,Ivacaftor,Moderate
DDInter79,Amlodipine,DDInter1000,Ivosidenib,Moderate
DDInter79,Amlodipine,DDInter1003,Ixekizumab,Moderate
DDInter79,Amlodipine,DDInter1008,Ketoconazole,Moderate
DDInter79,Amlodipine,DDInter1009,Ketoprofen,Moderate
DDInter79,Amlodipine,DDInter1013,Labetalol,Moderate
DDInter79,Amlodipine,DDInter1014,Lacosamide,Moderate
DDInter79,Amlodipine,DDInter1021,Lanreotide,Moderate
DDInter79,Amlodipine,DDInter1024,Lapatinib,Moderate
DDInter79,Amlodipine,DDInter1026,Larotrectinib,Moderate
DDInter79,Amlodipine,DDInter1027,Lasmiditan,Moderate
DDInter79,Amlodipine,DDInter1032,Lefamulin,Moderate
DDInter79,Amlodipine,DDInter1034,Lemborexant,Major
DDInter79,Amlodipine,DDInter1038,Lesinurad,Moderate
DDInter79,Amlodipine,DDInter1039,Letermovir,Moderate
DDInter79,Amlodipine,DDInter1048,Levobetaxolol (ophthalmic),Moderate
DDInter79,Amlodipine,DDInter1050,Levobunolol (ophthalmic),Moderate
DDInter79,Amlodipine,DDInter1054,Levodopa,Moderate
DDInter79,Amlodipine,DDInter1065,Licorice,Moderate
DDInter79,Amlodipine,DDInter1073,Linezolid,Moderate
DDInter79,Amlodipine,DDInter1079,Lisinopril,Minor
DDInter79,Amlodipine,DDInter1081,Lithium carbonate,Moderate
DDInter79,Amlodipine,DDInter1083,Lofexidine,Moderate
DDInter79,Amlodipine,DDInter1085,Lomitapide,Moderate
DDInter79,Amlodipine,DDInter1087,Lonafarnib,Major
DDInter79,Amlodipine,DDInter1094,Lorlatinib,Moderate
DDInter1098,Lovastatin,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1099,Loxapine,Moderate
DDInter79,Amlodipine,DDInter1102,Lumateperone,Moderate
DDInter79,Amlodipine,DDInter1104,Lurasidone,Moderate
DDInter79,Amlodipine,DDInter1105,Lurbinectedin,Moderate
DDInter79,Amlodipine,DDInter1120,Magnesium sulfate,Moderate
DDInter79,Amlodipine,DDInter1125,Maraviroc,Moderate
DDInter79,Amlodipine,DDInter1135,Meclofenamic acid,Moderate
DDInter79,Amlodipine,DDInter1139,Mefenamic acid,Moderate
DDInter1140,Mefloquine,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1143,Meloxicam,Moderate
DDInter79,Amlodipine,DDInter1150,Meperidine,Moderate
DDInter79,Amlodipine,DDInter1152,Mephenytoin,Moderate
DDInter79,Amlodipine,DDInter1190,Methylphenobarbital,Moderate
DDInter79,Amlodipine,DDInter1159,Mesoridazine,Moderate
DDInter1166,Methadone,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1168,Methdilazine,Moderate
DDInter79,Amlodipine,DDInter1173,Methohexital,Moderate
DDInter79,Amlodipine,DDInter1175,Methotrimeprazine,Moderate
DDInter79,Amlodipine,DDInter1179,Methoxyflurane,Moderate
DDInter1187,Methylergometrine,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1191,Methylprednisolone,Moderate
DDInter1194,Methysergide,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1196,Metipranolol (ophthalmic),Moderate
DDInter79,Amlodipine,DDInter1198,Metocurine,Moderate
DDInter79,Amlodipine,DDInter1199,Metolazone,Minor
DDInter1200,Metoprolol,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1209,Miconazole,Moderate
DDInter79,Amlodipine,DDInter1214,Midostaurin,Moderate
DDInter79,Amlodipine,DDInter1215,Mifepristone,Moderate
DDInter79,Amlodipine,DDInter1233,Mitotane,Major
DDInter79,Amlodipine,DDInter1235,Mivacurium,Moderate
DDInter79,Amlodipine,DDInter1236,Modafinil,Minor
DDInter79,Amlodipine,DDInter1237,Moexipril,Minor
DDInter79,Amlodipine,DDInter1239,Molindone,Moderate
DDInter1244,Morphine,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1253,Nabilone,Moderate
DDInter79,Amlodipine,DDInter1254,Nabumetone,Moderate
DDInter79,Amlodipine,DDInter1255,Nadolol,Moderate
DDInter79,Amlodipine,DDInter1257,Nalbuphine,Moderate
DDInter79,Amlodipine,DDInter1266,Naproxen,Moderate
DDInter79,Amlodipine,DDInter1271,Nebivolol,Moderate
DDInter79,Amlodipine,DDInter1274,Nefazodone,Moderate
DDInter1276,Nelfinavir,DDInter79,Amlodipine,Moderate
DDInter1285,Nevirapine,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1293,Nilotinib,Moderate
DDInter1300,Nitisinone,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1304,Nitroglycerin,Moderate
DDInter1323,Octreotide,DDInter79,Amlodipine,Moderate
DDInter1326,Olanzapine,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1329,Oliceridine,Moderate
DDInter79,Amlodipine,DDInter1344,Opium,Moderate
DDInter79,Amlodipine,DDInter1351,Osilodrostat,Moderate
DDInter79,Amlodipine,DDInter1358,Oxaprozin,Moderate
DDInter79,Amlodipine,DDInter1360,Oxcarbazepine,Moderate
DDInter79,Amlodipine,DDInter1366,Oxycodone,Moderate
DDInter79,Amlodipine,DDInter1376,Ozanimod,Moderate
DDInter79,Amlodipine,DDInter1381,Paliperidone,Moderate
DDInter79,Amlodipine,DDInter1385,Pancuronium,Moderate
DDInter79,Amlodipine,DDInter1398,Pasireotide,Moderate
DDInter79,Amlodipine,DDInter1415,Pemigatinib,Moderate
DDInter79,Amlodipine,DDInter1417,Penbutolol,Moderate
DDInter79,Amlodipine,DDInter1421,Pentazocine,Moderate
DDInter1423,Pentobarbital,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1426,Pentoxifylline,Moderate
DDInter79,Amlodipine,DDInter1431,Perindopril,Minor
DDInter79,Amlodipine,DDInter1432,Perphenazine,Moderate
DDInter79,Amlodipine,DDInter1440,Phenelzine,Moderate
DDInter79,Amlodipine,DDInter1442,Phenobarbital,Major
DDInter1460,Phenytoin,DDInter79,Amlodipine,Major
DDInter79,Amlodipine,DDInter1471,Pindolol,Moderate
DDInter79,Amlodipine,DDInter1473,Pipecuronium,Moderate
DDInter79,Amlodipine,DDInter1478,Piroxicam,Moderate
DDInter79,Amlodipine,DDInter1485,Polatuzumab vedotin,Moderate
DDInter79,Amlodipine,DDInter1490,Polythiazide,Minor
DDInter79,Amlodipine,DDInter1493,Porfimer sodium,Moderate
DDInter79,Amlodipine,DDInter1494,Posaconazole,Moderate
DDInter79,Amlodipine,DDInter1504,Pralsetinib,Moderate
DDInter79,Amlodipine,DDInter1513,Prednisolone,Moderate
DDInter79,Amlodipine,DDInter1515,Prednisone,Moderate
DDInter79,Amlodipine,DDInter1521,Primidone,Major
DDInter79,Amlodipine,DDInter1526,Procarbazine,Moderate
DDInter79,Amlodipine,DDInter1527,Prochlorperazine,Moderate
DDInter79,Amlodipine,DDInter1532,Promazine,Moderate
DDInter79,Amlodipine,DDInter1533,Promethazine,Moderate
DDInter79,Amlodipine,DDInter1537,Propiomazine,Moderate
DDInter79,Amlodipine,DDInter528,Dextropropoxyphene,Moderate
DDInter79,Amlodipine,DDInter1539,Propranolol,Moderate
DDInter79,Amlodipine,DDInter1155,Mepyramine,Moderate
DDInter79,Amlodipine,DDInter1552,Quazepam,Moderate
DDInter79,Amlodipine,DDInter1553,Quetiapine,Moderate
DDInter79,Amlodipine,DDInter1554,Quinapril,Minor
DDInter1565,Ramipril,DDInter79,Amlodipine,Minor
DDInter79,Amlodipine,DDInter1571,Rapacuronium,Moderate
DDInter79,Amlodipine,DDInter1572,Rasagiline,Moderate
DDInter79,Amlodipine,DDInter1588,Ribociclib,Moderate
DDInter79,Amlodipine,DDInter1589,Rifabutin,Major
DDInter79,Amlodipine,DDInter1590,Rifampicin,Major
DDInter79,Amlodipine,DDInter1592,Rifapentine,Major
DDInter79,Amlodipine,DDInter1594,Rilonacept,Moderate
DDInter79,Amlodipine,DDInter1595,Rilpivirine,Moderate
DDInter79,Amlodipine,DDInter1600,Riociguat,Moderate
DDInter79,Amlodipine,DDInter1601,Ripretinib,Moderate
DDInter79,Amlodipine,DDInter1605,Risperidone,Moderate
DDInter79,Amlodipine,DDInter1607,Ritonavir,Moderate
DDInter79,Amlodipine,DDInter1610,Rivastigmine,Moderate
DDInter79,Amlodipine,DDInter1612,Rocuronium,Moderate
DDInter79,Amlodipine,DDInter1626,Rucaparib,Moderate
DDInter79,Amlodipine,DDInter1627,Rufinamide,Moderate
DDInter79,Amlodipine,DDInter1631,Safinamide,Moderate
DDInter79,Amlodipine,DDInter1637,Salsalate,Moderate
DDInter79,Amlodipine,DDInter1640,Saquinavir,Moderate
DDInter79,Amlodipine,DDInter1643,Sarilumab,Moderate
DDInter79,Amlodipine,DDInter1644,Satralizumab,Moderate
DDInter79,Amlodipine,DDInter1650,Secobarbital,Moderate
DDInter79,Amlodipine,DDInter1652,Secukinumab,Moderate
DDInter79,Amlodipine,DDInter1653,Selegiline,Moderate
DDInter79,Amlodipine,DDInter1656,Selexipag,Moderate
DDInter79,Amlodipine,DDInter1658,Selpercatinib,Moderate
DDInter79,Amlodipine,DDInter1659,Selumetinib,Moderate
DDInter79,Amlodipine,DDInter1664,Sevoflurane,Moderate
DDInter1666,Sildenafil,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1668,Siltuximab,Moderate
DDInter79,Amlodipine,DDInter1673,Simeprevir,Moderate
DDInter79,Amlodipine,DDInter1675,Simvastatin,Major
DDInter79,Amlodipine,DDInter1676,Siponimod,Major
DDInter79,Amlodipine,DDInter1678,Sirolimus,Moderate
DDInter79,Amlodipine,DDInter1306,Nitrous acid,Moderate
DDInter79,Amlodipine,DDInter1690,Sodium oxybate,Moderate
DDInter79,Amlodipine,DDInter1633,Salicylic acid (sodium),Moderate
DDInter79,Amlodipine,DDInter1698,Somapacitan,Moderate
DDInter79,Amlodipine,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1704,Sotalol,Moderate
DDInter79,Amlodipine,DDInter1708,St. John's Wort,Moderate
DDInter79,Amlodipine,DDInter1711,Stiripentol,Moderate
DDInter1716,Succinylcholine,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1718,Sufentanil,Moderate
DDInter79,Amlodipine,DDInter1729,Sulindac,Moderate
DDInter79,Amlodipine,DDInter1734,Tacrine,Moderate
DDInter79,Amlodipine,DDInter1735,Tacrolimus,Moderate
DDInter79,Amlodipine,DDInter1736,Tadalafil,Minor
DDInter79,Amlodipine,DDInter1750,Tazemetostat,Moderate
DDInter79,Amlodipine,DDInter1755,Telaprevir,Moderate
DDInter79,Amlodipine,DDInter1758,Telithromycin,Moderate
DDInter79,Amlodipine,DDInter1760,Telotristat ethyl,Moderate
DDInter79,Amlodipine,DDInter1763,Temsirolimus,Moderate
DDInter79,Amlodipine,DDInter1778,Tetrabenazine,Moderate
DDInter79,Amlodipine,DDInter1786,Tetrofosmin,Moderate
DDInter79,Amlodipine,DDInter1789,Thalidomide,Moderate
DDInter1793,Thiethylperazine,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1795,Thiopental,Moderate
DDInter79,Amlodipine,DDInter1796,Thioridazine,Moderate
DDInter79,Amlodipine,DDInter1798,Thiothixene,Moderate
DDInter79,Amlodipine,DDInter1802,Ticagrelor,Minor
DDInter1809,Timolol,DDInter79,Amlodipine,Moderate
DDInter1810,Timolol (ophthalmic),DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1821,Tizanidine,Major
DDInter79,Amlodipine,DDInter1824,Tocilizumab,Moderate
DDInter79,Amlodipine,DDInter1831,Tolmetin,Moderate
DDInter79,Amlodipine,DDInter1843,Trandolapril,Minor
DDInter79,Amlodipine,DDInter1845,Tranylcypromine,Moderate
DDInter1852,Treprostinil,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1855,Triamcinolone,Moderate
DDInter79,Amlodipine,DDInter1861,Trichlormethiazide,Minor
DDInter79,Amlodipine,DDInter1866,Trifluoperazine,Moderate
DDInter79,Amlodipine,DDInter1867,Triflupromazine,Moderate
DDInter79,Amlodipine,DDInter45,Alimemazine,Moderate
DDInter1881,Troglitazone,DDInter79,Amlodipine,Moderate
DDInter79,Amlodipine,DDInter1882,Troleandomycin,Moderate
DDInter79,Amlodipine,DDInter1890,Tubocurarine,Moderate
DDInter79,Amlodipine,DDInter1891,Tucatinib,Moderate
DDInter79,Amlodipine,DDInter1895,Tyropanoic acid,Moderate
DDInter79,Amlodipine,DDInter1896,Ubrogepant,Moderate
DDInter79,Amlodipine,DDInter1907,Ustekinumab,Moderate
DDInter79,Amlodipine,DDInter1918,Vardenafil,Moderate
DDInter79,Amlodipine,DDInter1922,Vecuronium,Moderate
DDInter79,Amlodipine,DDInter1928,Verapamil,Moderate
DDInter79,Amlodipine,DDInter1929,Verteporfin,Minor
DDInter79,Amlodipine,DDInter1946,Voriconazole,Moderate
DDInter79,Amlodipine,DDInter1949,Voxelotor,Moderate
DDInter79,Amlodipine,DDInter1959,Zanubrutinib,Moderate
DDInter79,Amlodipine,DDInter1962,Zileuton,Minor
DDInter1967,Ziprasidone,DDInter79,Amlodipine,Moderate
DDInter90,Amprenavir,DDInter133,Atorvastatin,Major
DDInter129,Atazanavir,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter221,Boceprevir,Major
DDInter359,Chloroquine,DDInter133,Atorvastatin,Moderate
DDInter133,Atorvastatin,DDInter393,Clarithromycin,Major
DDInter408,Clofibrate,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter431,Colchicine,Major
DDInter438,Conivaptan,DDInter133,Atorvastatin,Major
DDInter458,Cyclosporine,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter472,Danazol,Major
DDInter133,Atorvastatin,DDInter482,Darunavir,Major
DDInter544,Didanosine,DDInter133,Atorvastatin,Moderate
DDInter576,Disulfiram,DDInter133,Atorvastatin,Moderate
DDInter670,Erythromycin,DDInter133,Atorvastatin,Major
DDInter718,Fenofibrate,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter719,Fenofibric acid,Major
DDInter743,Fluconazole,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter893,Hydroxychloroquine,Moderate
DDInter917,Indinavir,DDInter133,Atorvastatin,Major
DDInter943,Interferon alfa-2b,DDInter133,Atorvastatin,Moderate
DDInter986,Isoniazid,DDInter133,Atorvastatin,Moderate
DDInter1008,Ketoconazole,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter1033,Leflunomide,Major
DDInter1035,Lenalidomide,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter1039,Letermovir,Major
DDInter133,Atorvastatin,DDInter1085,Lomitapide,Major
DDInter133,Atorvastatin,DDInter1228,Mipomersen,Major
DDInter133,Atorvastatin,DDInter1274,Nefazodone,Major
DDInter1276,Nelfinavir,DDInter133,Atorvastatin,Major
DDInter1286,Niacin,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter1435,Pexidartinib,Major
DDInter133,Atorvastatin,DDInter1494,Posaconazole,Major
DDInter1570,Ranolazine,DDInter133,Atorvastatin,Major
DDInter1607,Ritonavir,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter1640,Saquinavir,Major
DDInter133,Atorvastatin,DDInter1673,Simeprevir,Major
DDInter1710,Stavudine,DDInter133,Atorvastatin,Moderate
DDInter133,Atorvastatin,DDInter1755,Telaprevir,Major
DDInter1758,Telithromycin,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter1771,Teriflunomide,Major
DDInter1817,Tipranavir,DDInter133,Atorvastatin,Major
DDInter133,Atorvastatin,DDInter1882,Troleandomycin,Major
DDInter1939,Vinorelbine,DDInter133,Atorvastatin,Moderate
DDInter1946,Voriconazole,DDInter133,Atorvastatin,Major
DDInter1956,Zalcitabine,DDInter133,Atorvastatin,Moderate
DDInter16,Acetohexamide,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter82,Amoxapine,Moderate
DDInter177,Benazepril,DDInter96,Angiotensin II,Moderate
DDInter177,Benazepril,DDInter98,Anisindione,Minor
DDInter177,Benazepril,DDInter109,Apomorphine,Moderate
DDInter177,Benazepril,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter140,Aurothioglucose,Moderate
DDInter177,Benazepril,DDInter141,Avanafil,Moderate
DDInter177,Benazepril,DDInter150,Azathioprine,Moderate
DDInter177,Benazepril,DDInter156,Azilsartan medoxomil,Major
DDInter162,Baclofen,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter170,Bedaquiline,Moderate
DDInter179,Bendroflumethiazide,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter188,Benzthiazide,Moderate
DDInter177,Benazepril,DDInter228,Brentuximab vedotin,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter241,Bromfenac,Moderate
DDInter177,Benazepril,DDInter248,Bumetanide,Moderate
DDInter177,Benazepril,DDInter258,Butorphanol,Moderate
DDInter177,Benazepril,DDInter264,Calaspargase pegol,Moderate
DDInter177,Benazepril,DDInter284,Cannabidiol,Moderate
DDInter301,Carisoprodol,DDInter177,Benazepril,Moderate
DDInter336,Celecoxib,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter349,Chloral hydrate,Moderate
DDInter355,Chlordiazepoxide,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter357,Chlormezanone,Moderate
DDInter177,Benazepril,DDInter360,Chlorothiazide,Moderate
DDInter177,Benazepril,DDInter361,Chlorphenesin,Moderate
DDInter177,Benazepril,DDInter364,Chlorpropamide,Moderate
DDInter365,Chlorthalidone,DDInter177,Benazepril,Moderate
DDInter366,Chlorzoxazone,DDInter177,Benazepril,Moderate
DDInter401,Clobazam,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter405,Clofarabine,Moderate
DDInter177,Benazepril,DDInter410,Clomipramine,Moderate
DDInter177,Benazepril,DDInter411,Clonazepam,Moderate
DDInter177,Benazepril,DDInter414,Clorazepic acid,Moderate
DDInter177,Benazepril,DDInter454,Cyclobenzaprine,Moderate
DDInter177,Benazepril,DDInter470,Dalteparin,Moderate
DDInter177,Benazepril,DDInter474,Dapagliflozin,Moderate
DDInter177,Benazepril,DDInter492,Deflazacort,Moderate
DDInter177,Benazepril,DDInter504,Desipramine,Moderate
DDInter177,Benazepril,DDInter534,Diazepam,Moderate
DDInter177,Benazepril,DDInter540,Diclofenamide,Moderate
DDInter177,Benazepril,DDInter537,Diclofenac,Moderate
DDInter177,Benazepril,DDInter544,Didanosine,Minor
DDInter177,Benazepril,DDInter569,Diphenhydramine,Moderate
DDInter177,Benazepril,DDInter592,Doxazosin,Moderate
DDInter177,Benazepril,DDInter593,Doxepin,Moderate
DDInter177,Benazepril,DDInter594,Doxepin (topical),Moderate
DDInter177,Benazepril,DDInter604,Drospirenone,Moderate
DDInter177,Benazepril,DDInter645,Enoxaparin,Moderate
DDInter177,Benazepril,DDInter656,Eplerenone,Moderate
DDInter671,Erythropoietin,DDInter177,Benazepril,Minor
DDInter177,Benazepril,DDInter657,Epoprostenol,Moderate
DDInter177,Benazepril,DDInter658,Eprosartan,Major
DDInter177,Benazepril,DDInter681,Estramustine,Moderate
DDInter177,Benazepril,DDInter686,Etacrynic acid,Moderate
DDInter691,Ethchlorvynol,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter704,Everolimus,Moderate
DDInter177,Benazepril,DDInter706,Exenatide,Moderate
DDInter177,Benazepril,DDInter720,Fenoldopam,Moderate
DDInter177,Benazepril,DDInter723,Ferric carboxymaltose,Moderate
DDInter177,Benazepril,DDInter724,Ferric derisomaltose,Moderate
DDInter177,Benazepril,DDInter730,Ferumoxytol,Moderate
DDInter177,Benazepril,DDInter754,Fluorescein,Moderate
DDInter177,Benazepril,DDInter762,Flurazepam,Moderate
DDInter825,Glimepiride,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter826,Glipizide,Moderate
DDInter177,Benazepril,DDInter831,Glyburide,Moderate
DDInter177,Benazepril,DDInter832,Glycerin,Moderate
DDInter177,Benazepril,DDInter1682,Sodium aurothiomalate,Moderate
DDInter177,Benazepril,DDInter850,Halazepam,Moderate
DDInter177,Benazepril,DDInter856,Heparin,Moderate
DDInter177,Benazepril,DDInter532,Diamorphine,Moderate
DDInter177,Benazepril,DDInter883,Hydrochlorothiazide,Moderate
DDInter177,Benazepril,DDInter884,Hydrocodone,Moderate
DDInter177,Benazepril,DDInter889,Hydroflumethiazide,Moderate
DDInter177,Benazepril,DDInter895,Hydroxyzine,Moderate
DDInter177,Benazepril,DDInter902,Icatibant,Moderate
DDInter912,Imipramine,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter916,Indapamide,Moderate
DDInter934,Insulin human,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter929,Insulin aspart (aspart),Moderate
DDInter177,Benazepril,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter177,Benazepril,DDInter930,Insulin degludec,Moderate
DDInter177,Benazepril,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter177,Benazepril,Moderate
DDInter936,Insulin human (isophane),DDInter177,Benazepril,Moderate
DDInter940,Insulin lispro,DDInter177,Benazepril,Moderate
DDInter941,Insulin lispro (protamine),DDInter177,Benazepril,Moderate
DDInter937,Insulin human (regular),DDInter177,Benazepril,Moderate
DDInter939,Insulin human (zinc),DDInter177,Benazepril,Moderate
DDInter938,Insulin human (zinc extended),DDInter177,Benazepril,Moderate
DDInter942,"Interferon alfa-2a, Recombinant",DDInter177,Benazepril,Moderate
DDInter947,Interferon beta-1a,DDInter177,Benazepril,Moderate
DDInter948,Interferon beta-1b,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter972,Irbesartan,Major
DDInter177,Benazepril,DDInter976,Iron Dextran,Major
DDInter177,Benazepril,DDInter978,Iron sucrose,Moderate
DDInter993,Isradipine,DDInter177,Benazepril,Minor
DDInter177,Benazepril,DDInter1023,Lanthanum carbonate,Moderate
DDInter177,Benazepril,DDInter1033,Leflunomide,Major
DDInter177,Benazepril,DDInter1065,Licorice,Moderate
DDInter177,Benazepril,DDInter1070,Linagliptin,Moderate
DDInter177,Benazepril,DDInter1081,Lithium carbonate,Major
DDInter177,Benazepril,DDInter1083,Lofexidine,Moderate
DDInter177,Benazepril,DDInter1085,Lomitapide,Major
DDInter1092,Lorazepam,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter1095,Losartan,Major
DDInter1099,Loxapine,DDInter177,Benazepril,Moderate
DDInter177,Benazepril,DDInter1123,Mannitol,Moderate
